gene_id	locus	CDS_length	strand
ENSSHAG00000016576	A:20579200-20583576	4377	-
ENSSHAG00000026707	A:20583577-20584011	435	+
ENSSHAG00000029626	A:20584012-20584626	615	+
ENSSHAG00000014879	A:20584627-20586852	2226	+
ENSSHAG00000015002	A:20586853-20587383	531	-
ENSSHAG00000024851	A:20587384-20587986	603	+
ENSSHAG00000007312	A:20587987-20589987	2001	+
ENSSHAG00000025951	A:20589988-20590734	747	-
ENSSHAG00000003908	A:20590735-20591556	822	+
ENSSHAG00000004270	A:20591557-20592780	1224	+
ENSSHAG00000004693	A:20592781-20593989	1209	+
ENSSHAG00000028029	A:20593990-20594928	939	+
ENSSHAG00000005867	A:20594929-20596965	2037	+
ENSSHAG00000023337	A:20596966-20597529	564	+
ENSSHAG00000007992	A:20597530-20599836	2307	-
ENSSHAG00000009619	A:20599837-20601909	2073	+
ENSSHAG00000011920	A:20601910-20602923	1014	-
ENSSHAG00000020806	A:20602924-20603325	402	-
ENSSHAG00000023655	A:20603326-20603523	198	+
ENSSHAG00000012358	A:20603524-20604780	1257	+
ENSSHAG00000012681	A:20604781-20606346	1566	+
ENSSHAG00000013040	A:20606347-20608917	2571	+
ENSSHAG00000014052	A:20608918-20609934	1017	+
ENSSHAG00000014153	A:20609935-20610849	915	-
ENSSHAG00000015164	A:20610850-20611473	624	+
ENSSHAG00000015337	A:20611474-20612175	702	-
ENSSHAG00000026214	A:20612176-20612385	210	+
ENSSHAG00000012750	A:20612386-20613522	1137	+
ENSSHAG00000014535	A:20613523-20614668	1146	-
ENSSHAG00000015367	A:20614669-20616069	1401	-
ENSSHAG00000016033	A:20616070-20617014	945	+
ENSSHAG00000016309	A:20617015-20617476	462	+
ENSSHAG00000016425	A:20617477-20618925	1449	-
ENSSHAG00000020802	A:20618926-20619513	588	-
ENSSHAG00000031760	A:20619514-20620293	780	+
ENSSHAG00000031390	A:20620294-20621076	783	-
ENSSHAG00000017869	A:20621077-20622678	1602	+
ENSSHAG00000017927	A:20622679-20624307	1629	+
ENSSHAG00000018004	A:20624308-20625891	1584	+
ENSSHAG00000018112	A:20625892-20627832	1941	+
ENSSHAG00000021701	A:20627833-20628837	1005	-
ENSSHAG00000018234	A:20628838-20630808	1971	-
ENSSHAG00000018323	A:20630809-20632113	1305	+
ENSSHAG00000018367	A:20632114-20633031	918	-
ENSSHAG00000018419	A:20633032-20636511	3480	+
ENSSHAG00000018562	A:20636512-20638776	2265	+
ENSSHAG00000023134	A:20638777-20639304	528	-
ENSSHAG00000031715	A:20639305-20639928	624	-
ENSSHAG00000018797	A:20639929-20641272	1344	+
ENSSHAG00000018832	A:20641273-20646099	4827	-
ENSSHAG00000024363	A:20646100-20646801	702	-
ENSSHAG00000018883	A:20646802-20649648	2847	+
ENSSHAG00000018911	A:20649649-20651226	1578	-
ENSSHAG00000028081	A:20651227-20652048	822	+
ENSSHAG00000029837	A:20652049-20652732	684	+
ENSSHAG00000022978	A:20652733-20653806	1074	+
ENSSHAG00000018950	A:20653807-20654157	351	+
ENSSHAG00000004166	A:20654158-20654496	339	+
ENSSHAG00000022487	A:20654497-20655099	603	-
ENSSHAG00000024967	A:20655100-20656011	912	+
ENSSHAG00000005738	A:20656012-20657700	1689	-
ENSSHAG00000007669	A:20657701-20658903	1203	+
ENSSHAG00000007871	A:20658904-20660514	1611	-
ENSSHAG00000008381	A:20660515-20662008	1494	-
ENSSHAG00000008881	A:20662009-20668737	6729	-
ENSSHAG00000009722	A:20668738-20670996	2259	-
ENSSHAG00000010339	A:20670997-20672346	1350	-
ENSSHAG00000010556	A:20672347-20674386	2040	-
ENSSHAG00000010921	A:20674387-20675505	1119	-
ENSSHAG00000010949	A:20675506-20678190	2685	+
ENSSHAG00000011339	A:20678191-20680233	2043	-
ENSSHAG00000011953	A:20680234-20682696	2463	-
ENSSHAG00000013039	A:20682697-20683530	834	+
ENSSHAG00000027057	A:20683531-20684631	1101	+
ENSSHAG00000031839	A:20684632-20685366	735	+
ENSSHAG00000015839	A:20685367-20688093	2727	+
ENSSHAG00000016098	A:20688094-20689656	1563	+
ENSSHAG00000016202	A:20689657-20691531	1875	-
ENSSHAG00000025087	A:20691532-20693124	1593	-
ENSSHAG00000016572	A:20693125-20694279	1155	+
ENSSHAG00000016654	A:20694280-20695968	1689	+
ENSSHAG00000016870	A:20695969-20704272	8304	+
ENSSHAG00000017025	A:20704273-20705727	1455	-
ENSSHAG00000017179	A:20705728-20706462	735	-
ENSSHAG00000017290	A:20706463-20708556	2094	+
ENSSHAG00000023263	A:20708557-20711151	2595	+
ENSSHAG00000031778	A:20711152-20712027	876	-
ENSSHAG00000018351	A:20712028-20715828	3801	+
ENSSHAG00000018421	A:20715829-20716638	810	+
ENSSHAG00000029624	A:20716639-20717175	537	-
ENSSHAG00000030520	A:20717176-20717847	672	+
ENSSHAG00000000806	A:20717848-20721264	3417	-
ENSSHAG00000021808	A:20721265-20722068	804	-
ENSSHAG00000003786	A:20722069-20722635	567	+
ENSSHAG00000004610	A:20722636-20724558	1923	+
ENSSHAG00000005728	A:20724559-20725596	1038	-
ENSSHAG00000031364	A:20725597-20727597	2001	+
ENSSHAG00000006656	A:20727598-20728071	474	+
ENSSHAG00000006755	A:20728072-20730603	2532	+
ENSSHAG00000007135	A:20730604-20732019	1416	-
ENSSHAG00000007589	A:20732020-20735421	3402	-
ENSSHAG00000009591	A:20735422-20738529	3108	+
ENSSHAG00000029379	A:20738530-20739606	1077	+
ENSSHAG00000026926	A:20739607-20740914	1308	-
ENSSHAG00000022587	A:20740915-20742354	1440	+
ENSSHAG00000029503	A:20742355-20742738	384	-
ENSSHAG00000013472	A:20742739-20747238	4500	+
ENSSHAG00000023601	A:20747239-20747529	291	-
ENSSHAG00000014465	A:20747530-20751654	4125	-
ENSSHAG00000017056	A:20751655-20753877	2223	-
ENSSHAG00000008194	A:20753878-20759112	5235	+
ENSSHAG00000011031	A:20759113-20762838	3726	-
ENSSHAG00000013646	A:20762839-20765973	3135	-
ENSSHAG00000013982	A:20765974-20767047	1074	-
ENSSHAG00000014756	A:20767048-20771262	4215	+
ENSSHAG00000027073	A:20771263-20771967	705	-
ENSSHAG00000027834	A:20771968-20772822	855	+
ENSSHAG00000016037	A:20772823-20774493	1671	+
ENSSHAG00000016298	A:20774494-20775966	1473	-
ENSSHAG00000016734	A:20775967-20777193	1227	+
ENSSHAG00000029163	A:20777194-20778363	1170	+
ENSSHAG00000024723	A:20778364-20781783	3420	-
ENSSHAG00000031354	A:20781784-20783448	1665	+
ENSSHAG00000004277	A:20783449-20786808	3360	+
ENSSHAG00000006352	A:20786809-20787984	1176	-
ENSSHAG00000001552	A:20787985-20791818	3834	+
ENSSHAG00000021420	A:20791819-20792301	483	+
ENSSHAG00000026728	A:20792302-20793651	1350	-
ENSSHAG00000029411	A:20793652-20795478	1827	+
ENSSHAG00000008198	A:20795479-20804991	9513	+
ENSSHAG00000009823	A:20804992-20807631	2640	+
ENSSHAG00000031913	A:20807632-20808801	1170	+
ENSSHAG00000026694	A:20808802-20809650	849	-
ENSSHAG00000005631	A:20809651-20811738	2088	+
ENSSHAG00000021320	A:20811739-20815536	3798	+
ENSSHAG00000008528	A:20815537-20816298	762	-
ENSSHAG00000008980	A:20816299-20817324	1026	+
ENSSHAG00000021460	A:20817325-20818242	918	+
ENSSHAG00000013194	A:20818243-20824728	6486	+
ENSSHAG00000000116	A:20824729-20825844	1116	-
ENSSHAG00000026363	A:20825845-20829423	3579	+
ENSSHAG00000021091	A:20829424-20831529	2106	-
ENSSHAG00000004879	A:20831530-20832168	639	-
ENSSHAG00000005818	A:20832169-20832864	696	-
ENSSHAG00000030804	A:20832865-20833875	1011	+
ENSSHAG00000008540	A:20833876-20837655	3780	+
ENSSHAG00000008882	A:20837656-20839596	1941	-
ENSSHAG00000010160	A:20839597-20844399	4803	+
ENSSHAG00000011221	A:20844400-20847966	3567	+
ENSSHAG00000030181	A:20847967-20848863	897	-
ENSSHAG00000032381	A:20848864-20849205	342	-
ENSSHAG00000013147	A:20849206-20852685	3480	+
ENSSHAG00000013415	A:20852686-20854263	1578	-
ENSSHAG00000021917	A:20854264-20854668	405	-
ENSSHAG00000013804	A:20854669-20855790	1122	-
ENSSHAG00000014243	A:20855791-20858199	2409	+
ENSSHAG00000026989	A:20858200-20860089	1890	-
ENSSHAG00000025836	A:20860090-20860599	510	+
ENSSHAG00000016590	A:20860600-20861094	495	+
ENSSHAG00000003278	A:20861095-20863953	2859	-
ENSSHAG00000005345	A:20863954-20866773	2820	-
ENSSHAG00000008595	A:20866774-20867781	1008	+
ENSSHAG00000008812	A:20867782-20870085	2304	-
ENSSHAG00000009241	A:20870086-20872890	2805	+
ENSSHAG00000010210	A:20872891-20874816	1926	-
ENSSHAG00000014526	A:20874817-20891724	16908	+
ENSSHAG00000015244	A:20891725-20893050	1326	+
ENSSHAG00000015305	A:20893051-20900139	7089	-
ENSSHAG00000015497	A:20900140-20901498	1359	+
ENSSHAG00000015671	A:20901499-20902254	756	-
ENSSHAG00000016171	A:20902255-20904261	2007	-
ENSSHAG00000016618	A:20904262-20906508	2247	+
ENSSHAG00000005427	A:20906509-20907669	1161	-
ENSSHAG00000030508	A:20907670-20907927	258	+
ENSSHAG00000031269	A:20907928-20908323	396	+
ENSSHAG00000007307	A:20908324-20910411	2088	-
ENSSHAG00000027804	A:20910412-20910945	534	+
ENSSHAG00000006527	A:20910946-20911671	726	+
ENSSHAG00000029586	A:20911672-20912670	999	+
ENSSHAG00000022729	A:20912671-20913126	456	+
ENSSHAG00000025712	A:20913127-20913756	630	+
ENSSHAG00000023026	A:20913757-20914074	318	+
ENSSHAG00000021123	A:20914075-20914713	639	+
ENSSHAG00000030758	A:20914714-20915700	987	-
ENSSHAG00000027682	A:20915701-20917314	1614	+
ENSSHAG00000031431	A:20917315-20917776	462	-
ENSSHAG00000013464	A:20917777-20919369	1593	+
ENSSHAG00000026757	A:20919370-20920635	1266	-
ENSSHAG00000000199	A:20920636-20921046	411	-
ENSSHAG00000025160	A:20921047-20922006	960	+
ENSSHAG00000007306	A:20922007-20925399	3393	-
ENSSHAG00000003041	A:20925400-20929113	3714	+
ENSSHAG00000001242	A:20929114-20931072	1959	-
ENSSHAG00000003389	A:20931073-20940669	9597	-
ENSSHAG00000005014	A:20940670-20943411	2742	-
ENSSHAG00000008433	A:20943412-20947620	4209	+
ENSSHAG00000009711	A:20947621-20949915	2295	-
ENSSHAG00000026345	A:20949916-20950443	528	+
ENSSHAG00000012386	A:20950444-20951634	1191	+
ENSSHAG00000026101	A:20951635-20952540	906	+
ENSSHAG00000021039	A:20952541-20952921	381	-
ENSSHAG00000015523	A:20952922-20956308	3387	+
ENSSHAG00000011399	A:20956309-20957934	1626	+
ENSSHAG00000029772	A:20957935-20960694	2760	-
ENSSHAG00000014403	A:20960695-20965623	4929	-
ENSSHAG00000014781	A:20965624-20967474	1851	-
ENSSHAG00000001294	A:20967475-20971971	4497	+
ENSSHAG00000028456	A:20971972-20973078	1107	+
ENSSHAG00000013848	A:20973079-20974806	1728	+
ENSSHAG00000003922	A:20974807-20977332	2526	+
ENSSHAG00000002035	A:20977333-20982180	4848	-
ENSSHAG00000001786	A:20982181-20987727	5547	-
ENSSHAG00000025864	A:20987728-20988345	618	-
ENSSHAG00000023108	A:20988346-20988921	576	-
ENSSHAG00000000455	A:20988922-20997081	8160	+
ENSSHAG00000027952	A:20997082-20999265	2184	+
ENSSHAG00000002049	A:20999266-21000156	891	-
ENSSHAG00000028054	A:21000157-21002355	2199	-
ENSSHAG00000022760	A:21002356-21002868	513	-
ENSSHAG00000025303	A:21002869-21003246	378	-
ENSSHAG00000026233	A:21003247-21004005	759	-
ENSSHAG00000007215	A:21004006-21008427	4422	+
ENSSHAG00000009916	A:21008428-21009390	963	-
ENSSHAG00000010437	A:21009391-21012633	3243	+
ENSSHAG00000026950	A:21012634-21013641	1008	+
ENSSHAG00000010819	A:21013642-21015381	1740	-
ENSSHAG00000024537	A:21015382-21016221	840	+
ENSSHAG00000011469	A:21016222-21018486	2265	+
ENSSHAG00000001003	A:21018487-21019596	1110	+
ENSSHAG00000024447	A:21019597-21021135	1539	+
ENSSHAG00000025922	A:21021136-21021693	558	-
ENSSHAG00000026108	A:21021694-21022260	567	-
ENSSHAG00000012326	A:21022261-21027612	5352	+
ENSSHAG00000012606	A:21027613-21030483	2871	+
ENSSHAG00000013413	A:21030484-21031074	591	-
ENSSHAG00000013620	A:21031075-21032598	1524	+
ENSSHAG00000030417	A:21032599-21033147	549	+
ENSSHAG00000014567	A:21033148-21034413	1266	-
ENSSHAG00000015215	A:21034414-21039546	5133	-
ENSSHAG00000030734	A:21039547-21040893	1347	-
ENSSHAG00000015718	A:21040894-21042621	1728	-
ENSSHAG00000015796	A:21042622-21043746	1125	-
ENSSHAG00000015865	A:21043747-21044661	915	-
ENSSHAG00000016040	A:21044662-21046071	1410	-
ENSSHAG00000028109	A:21046072-21047103	1032	+
ENSSHAG00000016095	A:21047104-21050733	3630	+
ENSSHAG00000016307	A:21050734-21051405	672	-
ENSSHAG00000016198	A:21051406-21052380	975	+
ENSSHAG00000016559	A:21052381-21053880	1500	-
ENSSHAG00000016598	A:21053881-21055020	1140	-
ENSSHAG00000016753	A:21055021-21056442	1422	-
ENSSHAG00000029267	A:21056443-21056922	480	+
ENSSHAG00000017098	A:21056923-21058044	1122	-
ENSSHAG00000017347	A:21058045-21059205	1161	+
ENSSHAG00000017409	A:21059206-21060285	1080	+
ENSSHAG00000003581	A:21060286-21063867	3582	+
ENSSHAG00000002596	A:21063868-21065091	1224	+
ENSSHAG00000001353	A:21065092-21067548	2457	+
ENSSHAG00000030092	A:21067549-21067824	276	+
ENSSHAG00000007118	A:21067825-21069675	1851	+
ENSSHAG00000031475	A:21069676-21070869	1194	-
ENSSHAG00000002610	A:21070870-21072123	1254	-
ENSSHAG00000000422	A:21072124-21072519	396	-
ENSSHAG00000001751	A:21072520-21072909	390	-
ENSSHAG00000001419	A:21072910-21076605	3696	-
ENSSHAG00000023379	A:21076606-21079275	2670	-
ENSSHAG00000006356	A:21079276-21084180	4905	-
ENSSHAG00000007767	A:21084181-21085725	1545	+
ENSSHAG00000031888	A:21085726-21087864	2139	-
ENSSHAG00000011503	A:21087865-21092208	4344	+
ENSSHAG00000012753	A:21092209-21095394	3186	+
ENSSHAG00000012925	A:21095395-21096177	783	-
ENSSHAG00000012958	A:21096178-21097791	1614	-
ENSSHAG00000013192	A:21097792-21100593	2802	-
ENSSHAG00000013677	A:21100594-21102741	2148	+
ENSSHAG00000014222	A:21102742-21104625	1884	-
ENSSHAG00000014393	A:21104626-21105708	1083	-
ENSSHAG00000015204	A:21105709-21107142	1434	+
ENSSHAG00000015434	A:21107143-21108666	1524	+
ENSSHAG00000015666	A:21108667-21110145	1479	-
ENSSHAG00000021814	A:21110146-21111801	1656	-
ENSSHAG00000015999	A:21111802-21112734	933	-
ENSSHAG00000023633	A:21112735-21113406	672	-
ENSSHAG00000016179	A:21113407-21114948	1542	-
ENSSHAG00000016320	A:21114949-21116505	1557	-
ENSSHAG00000005714	A:21116506-21116739	234	-
ENSSHAG00000016493	A:21116740-21119112	2373	-
ENSSHAG00000016696	A:21119113-21119862	750	-
ENSSHAG00000016778	A:21119863-21121047	1185	-
ENSSHAG00000028153	A:21121048-21121590	543	+
ENSSHAG00000017009	A:21121591-21123024	1434	-
ENSSHAG00000027377	A:21123025-21123714	690	-
ENSSHAG00000024472	A:21123715-21126915	3201	+
ENSSHAG00000017540	A:21126916-21129243	2328	+
ENSSHAG00000017698	A:21129244-21130497	1254	+
ENSSHAG00000017769	A:21130498-21132246	1749	-
ENSSHAG00000026842	A:21132247-21134412	2166	+
ENSSHAG00000017918	A:21134413-21135681	1269	+
ENSSHAG00000018022	A:21135682-21136203	522	-
ENSSHAG00000018197	A:21136204-21136737	534	+
ENSSHAG00000018237	A:21136738-21137190	453	+
ENSSHAG00000018282	A:21137191-21137811	621	+
ENSSHAG00000018287	A:21137812-21139047	1236	-
ENSSHAG00000018326	A:21139048-21141714	2667	-
ENSSHAG00000030831	A:21141715-21143544	1830	-
ENSSHAG00000026664	A:21143545-21144585	1041	-
ENSSHAG00000029947	A:21144586-21146133	1548	+
ENSSHAG00000027732	A:21146134-21146913	780	+
ENSSHAG00000018568	A:21146914-21148695	1782	+
ENSSHAG00000018654	A:21148696-21150756	2061	+
ENSSHAG00000027565	A:21150757-21151785	1029	+
ENSSHAG00000002879	A:21151786-21153417	1632	+
ENSSHAG00000029606	A:21153418-21156810	3393	+
ENSSHAG00000027282	A:21156811-21158133	1323	+
ENSSHAG00000027916	A:21158134-21159195	1062	-
ENSSHAG00000007314	A:21159196-21164871	5676	-
ENSSHAG00000031566	A:21164872-21165648	777	+
ENSSHAG00000009646	A:21165649-21167244	1596	+
ENSSHAG00000010013	A:21167245-21170763	3519	-
ENSSHAG00000024852	A:21170764-21171063	300	+
ENSSHAG00000028213	A:21171064-21171999	936	+
ENSSHAG00000011020	A:21172000-21173646	1647	+
ENSSHAG00000029419	A:21173647-21174441	795	-
ENSSHAG00000001714	A:21174442-21175836	1395	-
ENSSHAG00000030819	A:21175837-21178155	2319	+
ENSSHAG00000026173	A:21178156-21180789	2634	+
ENSSHAG00000026265	A:21180790-21181845	1056	+
ENSSHAG00000006396	A:21181846-21183324	1479	+
ENSSHAG00000029794	A:21183325-21186210	2886	-
ENSSHAG00000014006	A:21186211-21187869	1659	+
ENSSHAG00000014289	A:21187870-21189735	1866	+
ENSSHAG00000020730	A:21189736-21190329	594	-
ENSSHAG00000015056	A:21190330-21191865	1536	-
ENSSHAG00000022411	A:21191866-21192372	507	+
ENSSHAG00000023705	A:21192373-21193707	1335	-
ENSSHAG00000025369	A:21193708-21195024	1317	-
ENSSHAG00000001809	A:21195025-21197907	2883	-
ENSSHAG00000004304	A:21197908-21200190	2283	+
ENSSHAG00000007280	A:21200191-21201744	1554	+
ENSSHAG00000007950	A:21201745-21202794	1050	-
ENSSHAG00000030030	A:21202795-21203646	852	+
ENSSHAG00000021860	A:21203647-21204234	588	-
ENSSHAG00000031501	A:21204235-21205089	855	-
ENSSHAG00000029907	A:21205090-21205992	903	+
ENSSHAG00000030976	A:21205993-21207621	1629	+
ENSSHAG00000012677	A:21207622-21208764	1143	+
ENSSHAG00000012912	A:21208765-21210423	1659	-
ENSSHAG00000013922	A:21210424-21213705	3282	+
ENSSHAG00000030877	A:21213706-21216057	2352	+
ENSSHAG00000017288	A:21216058-21217374	1317	+
ENSSHAG00000017396	A:21217375-21220935	3561	-
ENSSHAG00000017822	A:21220936-21234081	13146	+
ENSSHAG00000018337	A:21234082-21235422	1341	+
ENSSHAG00000018757	A:21235423-21237873	2451	+
ENSSHAG00000028582	A:21237874-21242511	4638	-
ENSSHAG00000010535	A:21242512-21243885	1374	-
ENSSHAG00000015123	A:21243886-21245481	1596	-
ENSSHAG00000015894	A:21245482-21246570	1089	+
ENSSHAG00000017509	A:21246571-21247401	831	+
ENSSHAG00000017613	A:21247402-21248625	1224	+
ENSSHAG00000018298	A:21248626-21249291	666	-
ENSSHAG00000022431	A:21249292-21250017	726	+
ENSSHAG00000026841	A:21250018-21251346	1329	-
ENSSHAG00000023075	A:21251347-21251985	639	+
ENSSHAG00000029940	A:21251986-21253413	1428	+
ENSSHAG00000021668	A:21253414-21254841	1428	-
ENSSHAG00000002391	A:21254842-21259635	4794	-
ENSSHAG00000004030	A:21259636-21260574	939	-
ENSSHAG00000021786	A:21260575-21261270	696	-
ENSSHAG00000004762	A:21261271-21264264	2994	+
ENSSHAG00000005770	A:21264265-21268437	4173	-
ENSSHAG00000009793	A:21268438-21270927	2490	+
ENSSHAG00000016974	A:21270928-21271668	741	+
ENSSHAG00000025062	A:21271669-21272247	579	-
ENSSHAG00000027075	A:21272248-21272991	744	+
ENSSHAG00000016687	A:21272992-21274044	1053	+
ENSSHAG00000025984	A:21274045-21274968	924	-
ENSSHAG00000020473	A:21274969-21275049	81	+
ENSSHAG00000028592	A:21275050-21275322	273	-
ENSSHAG00000016601	A:21275323-21276711	1389	-
ENSSHAG00000026115	A:21276712-21279213	2502	+
ENSSHAG00000016497	A:21279214-21280392	1179	+
ENSSHAG00000016489	A:21280393-21281772	1380	-
ENSSHAG00000016472	A:21281773-21283731	1959	-
ENSSHAG00000016455	A:21283732-21284223	492	-
ENSSHAG00000023820	A:21284224-21285177	954	+
ENSSHAG00000031268	A:21285178-21286059	882	-
ENSSHAG00000023298	A:21286060-21287118	1059	-
ENSSHAG00000016224	A:21287119-21288618	1500	+
ENSSHAG00000028112	A:21288619-21292002	3384	+
ENSSHAG00000023778	A:21292003-21292932	930	+
ENSSHAG00000016124	A:21292933-21293376	444	+
ENSSHAG00000015989	A:21293377-21294429	1053	+
ENSSHAG00000015896	A:21294430-21295494	1065	+
ENSSHAG00000015821	A:21295495-21296418	924	-
ENSSHAG00000015745	A:21296419-21297150	732	+
ENSSHAG00000014705	A:21297151-21299268	2118	-
ENSSHAG00000014603	A:21299269-21301515	2247	+
ENSSHAG00000010147	A:21301516-21303645	2130	-
ENSSHAG00000024623	A:21303646-21304278	633	+
ENSSHAG00000009456	A:21304279-21305769	1491	+
ENSSHAG00000024283	A:21305770-21306324	555	-
ENSSHAG00000006847	A:21306325-21308559	2235	+
ENSSHAG00000004947	A:21308560-21312066	3507	+
ENSSHAG00000017999	A:21312067-21313485	1419	-
ENSSHAG00000026396	A:21313486-21316002	2517	+
ENSSHAG00000016849	A:21316003-21317898	1896	+
ENSSHAG00000016621	A:21317899-21319659	1761	-
ENSSHAG00000016365	A:21319660-21324966	5307	-
ENSSHAG00000014075	A:21324967-21326334	1368	+
ENSSHAG00000013706	A:21326335-21327705	1371	+
ENSSHAG00000013448	A:21327706-21329418	1713	+
ENSSHAG00000013247	A:21329419-21332613	3195	-
ENSSHAG00000021292	A:21332614-21333543	930	+
ENSSHAG00000012662	A:21333544-21334659	1116	-
ENSSHAG00000011825	A:21334660-21336195	1536	-
ENSSHAG00000011073	A:21336196-21337059	864	+
ENSSHAG00000006398	A:21337060-21339258	2199	+
ENSSHAG00000022097	A:21339259-21339960	702	+
ENSSHAG00000027257	A:21339961-21340437	477	+
ENSSHAG00000025239	A:21340438-21341469	1032	+
ENSSHAG00000018904	A:21341470-21342777	1308	+
ENSSHAG00000024973	A:21342778-21343020	243	-
ENSSHAG00000018469	A:21343021-21346383	3363	+
ENSSHAG00000018375	A:21346384-21347772	1389	+
ENSSHAG00000028391	A:21347773-21348903	1131	-
ENSSHAG00000024668	A:21348904-21349674	771	-
ENSSHAG00000029251	A:21349675-21350028	354	+
ENSSHAG00000025577	A:21350029-21350298	270	+
ENSSHAG00000005957	A:21350299-21351429	1131	+
ENSSHAG00000004375	A:21351430-21356220	4791	-
ENSSHAG00000021967	A:21356221-21356670	450	+
ENSSHAG00000000112	A:21356671-21359094	2424	+
ENSSHAG00000016633	A:21359095-21360783	1689	-
ENSSHAG00000016344	A:21360784-21362445	1662	+
ENSSHAG00000016135	A:21362446-21364107	1662	-
ENSSHAG00000015828	A:21364108-21371628	7521	-
ENSSHAG00000001441	A:21371629-21372603	975	-
ENSSHAG00000026410	A:21372604-21373563	960	+
ENSSHAG00000022705	A:21373564-21374520	957	+
ENSSHAG00000031794	A:21374521-21375375	855	+
ENSSHAG00000015192	A:21375376-21377121	1746	-
ENSSHAG00000029305	A:21377122-21377760	639	-
ENSSHAG00000002185	A:21377761-21379434	1674	+
ENSSHAG00000024864	A:21379435-21380625	1191	-
ENSSHAG00000027733	A:21380626-21381810	1185	-
ENSSHAG00000025065	A:21381811-21382485	675	+
ENSSHAG00000012329	A:21382486-21388314	5829	-
ENSSHAG00000028141	A:21388315-21389112	798	+
ENSSHAG00000011390	A:21389113-21390522	1410	+
ENSSHAG00000010979	A:21390523-21391734	1212	+
ENSSHAG00000009483	A:21391735-21393492	1758	+
ENSSHAG00000028670	A:21393493-21393756	264	-
ENSSHAG00000008180	A:21393757-21394161	405	+
ENSSHAG00000007483	A:21394162-21395949	1788	-
ENSSHAG00000006707	A:21395950-21400659	4710	-
ENSSHAG00000023356	A:21400660-21400872	213	-
ENSSHAG00000018902	A:21400873-21402831	1959	+
ENSSHAG00000018881	A:21402832-21407250	4419	-
ENSSHAG00000018842	A:21407251-21409035	1785	-
ENSSHAG00000018630	A:21409036-21410514	1479	-
ENSSHAG00000025144	A:21410515-21411207	693	+
ENSSHAG00000017851	A:21411208-21415950	4743	-
ENSSHAG00000021568	A:21415951-21416613	663	+
ENSSHAG00000030648	A:21416614-21418449	1836	-
ENSSHAG00000014151	A:21418450-21420153	1704	+
ENSSHAG00000013259	A:21420154-21421188	1035	+
ENSSHAG00000022719	A:21421189-21421809	621	-
ENSSHAG00000012539	A:21421810-21426990	5181	-
ENSSHAG00000009915	A:21426991-21430806	3816	-
ENSSHAG00000007010	A:21430807-21432468	1662	+
ENSSHAG00000025279	A:21432469-21433749	1281	+
ENSSHAG00000005181	A:21433750-21434958	1209	-
ENSSHAG00000020953	A:21434959-21435579	621	+
ENSSHAG00000017997	A:21435580-21436728	1149	+
ENSSHAG00000017971	A:21436729-21438222	1494	+
ENSSHAG00000031731	A:21438223-21438633	411	-
ENSSHAG00000028412	A:21438634-21439194	561	-
ENSSHAG00000016595	A:21439195-21465597	26403	+
ENSSHAG00000015240	A:21465598-21467439	1842	-
ENSSHAG00000013818	A:21467440-21469491	2052	-
ENSSHAG00000013619	A:21469492-21470160	669	-
ENSSHAG00000026323	A:21470161-21471486	1326	-
ENSSHAG00000020900	A:21471487-21472881	1395	+
ENSSHAG00000013043	A:21472882-21474423	1542	+
ENSSHAG00000012930	A:21474424-21479475	5052	-
ENSSHAG00000010362	A:21479476-21482445	2970	-
ENSSHAG00000009584	A:21482446-21486930	4485	-
ENSSHAG00000005031	A:21486931-21487794	864	-
ENSSHAG00000017832	A:21487795-21488313	519	-
ENSSHAG00000027360	A:21488314-21489969	1656	+
ENSSHAG00000023309	A:21489970-21490836	867	-
ENSSHAG00000022940	A:21490837-21492108	1272	+
ENSSHAG00000017388	A:21492109-21495510	3402	+
ENSSHAG00000017296	A:21495511-21496989	1479	+
ENSSHAG00000020912	A:21496990-21498015	1026	-
ENSSHAG00000017140	A:21498016-21499527	1512	+
ENSSHAG00000026461	A:21499528-21500151	624	+
ENSSHAG00000017000	A:21500152-21501366	1215	+
ENSSHAG00000016804	A:21501367-21503448	2082	-
ENSSHAG00000032035	A:21503449-21504672	1224	-
ENSSHAG00000013003	A:21504673-21508374	3702	-
ENSSHAG00000028775	A:21508375-21508932	558	-
ENSSHAG00000000934	A:21508933-21512406	3474	-
ENSSHAG00000027661	A:21512407-21517371	4965	-
ENSSHAG00000007886	A:21517372-21518046	675	-
ENSSHAG00000023070	A:21518047-21521688	3642	-
ENSSHAG00000015801	A:21521689-21526758	5070	+
ENSSHAG00000015502	A:21526759-21529005	2247	+
ENSSHAG00000029019	A:21529006-21529752	747	-
ENSSHAG00000014792	A:21529753-21530784	1032	+
ENSSHAG00000021487	A:21530785-21531342	558	+
ENSSHAG00000002179	A:21531343-21541557	10215	-
ENSSHAG00000024809	A:21541558-21542478	921	-
ENSSHAG00000029932	A:21542479-21542736	258	+
ENSSHAG00000027051	A:21542737-21542994	258	+
ENSSHAG00000015101	A:21542995-21544257	1263	+
ENSSHAG00000015021	A:21544258-21545187	930	-
ENSSHAG00000014970	A:21545188-21546585	1398	-
ENSSHAG00000014672	A:21546586-21548502	1917	-
ENSSHAG00000013723	A:21548503-21549921	1419	+
ENSSHAG00000030123	A:21549922-21551040	1119	-
ENSSHAG00000013275	A:21551041-21551610	570	+
ENSSHAG00000008948	A:21551611-21555363	3753	-
